"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Erik Sviatchenko","HOU","2023","D","$410,532","$460,532","2023-04-30"
"","Erik Sviatchenko","HOU","2023","D","$410,532","$460,532","2023-09-15"
"","Luis Robles","NYRB","2018","GK","$460,000","$460,000","2018-05-01"
"","Luis Robles","NYRB","2018","GK","$460,000","$460,000","2018-09-15"
"","Aljaz Ivacic","POR","2023","GK","$375,000","$460,000","2023-04-30"
"","Aljaz Ivacic","POR","2023","GK","$375,000","$460,000","2023-09-15"
"","Jhohan Romaña","ATX","2023","D","$460,000","$460,000","2023-04-30"
"","Jhohan Romaña","ATX","2023","D","$460,000","$460,000","2023-09-15"
"","Marcelino Moreno","ATL","2022","F","$460,000","$460,000","2022-04-15"
"","Larrys Mabiala","POR","2022","D","$450,000","$460,000","2022-09-02"
"","Pablo Aránguiz","FCD","2018","M","$400,000","$460,000","2018-09-15"
"","Bill Tuiloma","CLT","2023","D","$435,000","$459,938","2023-04-30"
"","Bill Tuiloma","CLT","2023","D","$435,000","$459,938","2023-09-15"
"","Jesús David Murillo","LAFC","2021","D","$400,000","$459,500","2021-04-15"
"","Jesús David Murillo","LAFC","2021","D","$400,000","$459,500","2021-09-30"
"","Will Bruin","SEA","2021","F","$450,000","$458,333","2021-04-15"
"","Will Bruin","SEA","2021","F","$450,000","$458,333","2021-09-30"
"","Alexandru Matan","CLB","2022","M","$425,000","$458,250","2022-04-15"
"","Alexandru Matan","CLB","2022","M","$425,000","$458,250","2022-09-02"
"","Brad Guzan","ATL","2022","GK","$445,716","$458,216","2022-04-15"
"","Brad Guzan","ATL","2022","GK","$445,716","$458,216","2022-09-02"
"","Joevin Jones","MIA","2022","D","$360,000","$458,100","2022-04-15"
"","Joevin Jones","MIA","2022","D","$360,000","$458,100","2022-09-02"
"","Marco Farfan","FCD","2023","D","$425,000","$457,813","2023-04-30"
"","Marco Farfan","FCD","2023","D","$425,000","$457,813","2023-09-15"
"","Ola Kamara","CLB","2016","F","$425,000","$457,500","2016-05-15"
"","Ola Kamara","CLB","2016","F","$425,000","$457,500","2016-09-15"
"","Hassani Dotson","MIN","2022","M","$400,000","$457,500","2022-04-15"
"","Hassani Dotson","MIN","2022","M","$400,000","$457,500","2022-09-02"
"","Sega Coulibaly","LAG","2022","D","$420,000","$457,000","2022-04-15"
"","Sega Coulibaly","LAG","2022","D","$420,000","$457,000","2022-09-02"
"","Dániel Sallói","SKC","2021","F","$400,000","$456,667","2021-04-15"
"","Dániel Sallói","SKC","2021","F","$400,000","$456,667","2021-09-30"
"","Darren O'Dea","TOR","2013","D","$350,000","$456,250","2013-05-01"
"","Landon Donovan","LAG","2016","F","$456,000","$456,000","2016-09-15"
"","Dany Rosero Valencia","SKC","2023","D","$456,000","$456,000","2023-04-30"
"","Dany Rosero Valencia","SKC","2023","D","$456,000","$456,000","2023-09-15"
"","Brian White","VAN","2022","F","$456,000","$456,000","2022-04-15"
"","Brian White","VAN","2022","F","$456,000","$456,000","2022-09-02"
"","Diego Palacios","LAFC","2021","D","$432,000","$456,000","2021-04-15"
"","Diego Palacios","LAFC","2021","D","$432,000","$456,000","2021-09-30"
"","Brandon Servania","FCD","2022","M","$400,000","$455,833","2022-04-15"
"","Brandon Servania","FCD","2022","M","$400,000","$455,833","2022-09-02"
"","Kelvin Leerdam","SEA","2017","D","$380,640","$455,640","2017-09-15"
"","Samuel Piette","MTL","2021","M","$425,000","$454,750","2021-04-15"
"","Samuel Piette","MTL","2021","M","$425,000","$454,750","2021-09-30"
"","Álvaro Saborio","RSL","2013","F","$360,000","$453,333","2013-05-01"
"","Álvaro Saborio","RSL","2013","F","$360,000","$453,333","2013-08-01"
"","Álvaro Saborio","RSL","2013","F","$360,000","$453,333","2013-09-15"
"","Álvaro Saborio","RSL","2014","F","$360,000","$453,333","2014-04-01"
"","Álvaro Saborio","RSL","2014","F","$360,000","$453,333","2014-09-15"
"","David Mateos","ORL","2016","D","$420,000","$453,333","2016-05-15"
"","David Mateos","ORL","2016","D","$420,000","$453,333","2016-09-15"
"","Robert Voloder","SKC","2023","D","$425,000","$452,860","2023-04-30"
"","Robert Voloder","SKC","2023","D","$425,000","$452,860","2023-09-15"
"","Juan Agudelo","NER","2016","F","$425,000","$452,500","2016-05-15"
"","Juan Agudelo","NER","2016","F","$425,000","$452,500","2016-09-15"
"","Chris Mavinga","LAG","2023","D","$399,996","$452,496","2023-04-30"
"","Chris Mavinga","LAG","2023","D","$399,996","$452,496","2023-09-15"
"","Kristijan Kahlina","CLT","2022","GK","$425,000","$451,875","2022-04-15"
"","Kristijan Kahlina","CLT","2022","GK","$425,000","$451,875","2022-09-02"
"","Carlos Ascues","ORL","2019","D","$420,000","$451,500","2019-06-01"
"","Carlos Ascues","ORL","2019","D","$420,000","$451,500","2019-09-13"
"","Tristan Blackmon","VAN","2023","D","$400,000","$451,208","2023-04-30"
"","Tristan Blackmon","VAN","2023","D","$400,000","$451,208","2023-09-15"
"","Cory Burke","PHI","2022","F","$400,000","$450,770","2022-04-15"
"","Cory Burke","PHI","2022","F","$400,000","$450,770","2022-09-02"
"","Jesús Ferreira","FCD","2020","F","$450,000","$450,000","2020-12-01"
"","Đorđe Petrović","NER","2023","GK","$450,000","$450,000","2023-04-30"
"","Andreu Fontàs","SKC","2023","D","$450,000","$450,000","2023-04-30"
"","Andreu Fontàs","SKC","2023","D","$450,000","$450,000","2023-09-15"
"","Aurélien Collin","NYRB","2017","D","$450,000","$450,000","2017-04-15"
"","Aurélien Collin","NYRB","2017","D","$450,000","$450,000","2017-09-15"
"","Aurélien Collin","NYRB","2018","D","$450,000","$450,000","2018-05-01"
"","Aurélien Collin","NYRB","2018","D","$450,000","$450,000","2018-09-15"
"","Mauro Rosales","CHV","2014","M","$450,000","$450,000","2014-04-01"
"","Mauro Rosales","VAN","2014","M","$450,000","$450,000","2014-09-15"
"","Eric Remedi","SJE","2021","M","$450,000","$450,000","2021-04-15"
"","Eric Remedi","SJE","2021","M","$450,000","$450,000","2021-09-30"
"","Eric Remedi","SJE","2022","M","$450,000","$450,000","2022-04-15"
"","Eric Remedi","SJE","2022","M","$450,000","$450,000","2022-09-02"
"","Magnus Eriksson","SJE","2019","M","$450,000","$450,000","2019-06-01"
"","Magnus Eriksson","SJE","2019","M","$450,000","$450,000","2019-09-13"
"","Ignacio Piatti","MTL","2017","M","$450,000","$450,000","2017-04-15"
"","Ignacio Piatti","MTL","2017","M","$450,000","$450,000","2017-09-15"
"","Daniel Royer","NYRB","2017","M","$450,000","$450,000","2017-04-15"
"","Stuart Findlay","PHI","2022","D","$450,000","$450,000","2022-04-15"
"","Cole Bassett","COL","2022","M","$450,000","$450,000","2022-04-15"
"","Cole Bassett","COL","2022","M","$450,000","$450,000","2022-09-02"
"","Cole Bassett","COL","2023","M","$450,000","$450,000","2023-04-30"
"","Cole Bassett","COL","2023","M","$450,000","$450,000","2023-09-15"
"","Josué Colmán","ORL","2019","M","$450,000","$450,000","2019-06-01"
"","Josué Colmán","ORL","2019","M","$450,000","$450,000","2019-09-13"
"","Franco Escobar","ATL","2021","D","$450,000","$450,000","2021-04-15"
"","Franco Escobar","ATL","2021","D","$450,000","$450,000","2021-09-30"
"","Andy Najar","DCU","2023","D","$450,000","$450,000","2023-04-30"
"","Andy Najar","DCU","2023","D","$450,000","$450,000","2023-09-15"
"","Diego Fagundez","ATX","2022","M","$450,000","$450,000","2022-04-15"
"","Diego Fagundez","ATX","2022","M","$450,000","$450,000","2022-09-02"
"","Larrys Mabiala","POR","2021","D","$450,000","$450,000","2021-04-15"
"","Larrys Mabiala","POR","2021","D","$450,000","$450,000","2021-09-30"
"","Larrys Mabiala","POR","2022","D","$450,000","$450,000","2022-04-15"
"","Antonio Mlinar Delamea","NER","2020","D","$450,000","$450,000","2020-12-01"
"","Ethan Finlay","MIN","2021","M","$450,000","$450,000","2021-04-15"
"","Ethan Finlay","MIN","2021","M","$450,000","$450,000","2021-09-30"
"","Eddie Segura","LAFC","2023","D","$450,000","$450,000","2023-09-15"
"","Omar González","NER","2022","D","$425,000","$450,000","2022-04-15"
"","Omar González","NER","2022","D","$425,000","$450,000","2022-09-02"
"","Omar González","NER","2023","D","$425,000","$450,000","2023-04-30"
"","Omar González","NER","2023","D","$425,000","$450,000","2023-09-15"
"","Graham Zusi","SKC","2022","D","$450,000","$450,000","2022-04-15"
"","Graham Zusi","SKC","2022","D","$450,000","$450,000","2022-09-02"
"","Will Johnson","ORL","2017","M","$414,000","$450,000","2017-04-15"
"","Will Johnson","ORL","2017","M","$414,000","$450,000","2017-09-15"
"","David Bingham","LAG","2020","GK","$450,000","$450,000","2020-12-01"
"","Erik Godoy","VAN","2021","D","$450,000","$450,000","2021-04-15"
"","Erik Godoy","VAN","2021","D","$450,000","$450,000","2021-09-30"
"","Russell Teibert","VAN","2022","M","$400,000","$449,375","2022-09-02"
"","Russell Teibert","VAN","2023","D","$400,000","$449,375","2023-04-30"
"","Russell Teibert","VAN","2023","D","$400,000","$449,375","2023-09-15"
"","Erik Godoy","VAN","2019","D","$381,818","$449,318","2019-09-13"
"","Erik Godoy","VAN","2019","D","$381,818","$449,318","2019-06-01"
"","Lucas Janson","TOR","2018","F","$396,000","$449,000","2018-09-15"
"","Pablo Ruiz","RSL","2021","M","$375,000","$448,500","2021-04-15"
"","Pablo Ruiz","RSL","2021","M","$375,000","$448,500","2021-09-30"
"","Jakob Glesnes","PHI","2021","D","$425,000","$448,125","2021-04-15"
"","Jakob Glesnes","PHI","2021","D","$425,000","$448,125","2021-09-30"
"","Cristian Dájome","VAN","2021","F","$400,000","$447,917","2021-04-15"
"","Cristian Dájome","VAN","2021","F","$400,000","$447,917","2021-09-30"
"","Nigel Reo-Coker","VAN","2014","D","$400,000","$446,500","2014-04-01"
"","Nigel Reo-Coker","CHV","2014","D","$400,000","$446,500","2014-09-15"
"","Tyler Miller","MIN","2022","GK","$425,000","$445,938","2022-04-15"
"","Tyler Miller","MIN","2022","GK","$425,000","$445,938","2022-09-02"
"","Christian Ramirez","CLB","2023","F","$400,000","$445,833","2023-04-30"
"","Christian Ramirez","CLB","2023","F","$400,000","$445,833","2023-09-15"
"","Alistair Johnston","MTL","2022","M","$400,000","$445,625","2022-04-15"
"","Ranko Veselinovic","VAN","2020","D","$360,000","$445,500","2020-12-01"
"","Ranko Veselinovic","VAN","2021","D","$360,000","$445,500","2021-04-15"
"","Ranko Veselinovic","VAN","2021","D","$360,000","$445,500","2021-09-30"
"","Brad Davis","HOU","2015","M","$400,000","$445,500","2015-07-15"
"","Brad Davis","HOU","2015","M","$400,000","$445,500","2015-09-15"
"","Jhojan Valencia","ATX","2023","D","$400,000","$445,125","2023-04-30"
"","Jhojan Valencia","ATX","2023","D","$400,000","$445,125","2023-09-15"
"","Chris Durkin","DCU","2022","M","$400,000","$445,000","2022-04-15"
"","Chris Durkin","DCU","2022","M","$400,000","$445,000","2022-09-02"
"","Kalifa Cissé","NER","2013","M","$400,000","$445,000","2013-05-01"
"","Kalifa Cissé","NER","2013","M","$400,000","$445,000","2013-08-01"
"","Carlos Rivas","NYRB","2018","M","$444,996","$444,996","2018-05-01"
"","Carlos Rivas","NYRB","2018","M","$444,996","$444,996","2018-09-15"
"","Jáder Obrian","FCD","2021","M","$360,000","$444,600","2021-04-15"
"","Jáder Obrian","FCD","2021","F","$360,000","$444,600","2021-09-30"
"","Andrés Reyes","NYRB","2021","D","$400,000","$444,375","2021-04-15"
"","Andrés Reyes","NYRB","2021","D","$400,000","$444,375","2021-09-30"
"","Teal Bunbury","NSH","2022","M","$400,000","$444,167","2022-09-02"
"","Andrew Farrell","NER","2022","D","$425,000","$443,750","2022-04-15"
"","Andrew Farrell","NER","2022","D","$425,000","$443,750","2022-09-02"
"","Marc Rzatkowski","NYRB","2020","M","$400,000","$443,333","2020-12-01"
"","Jakob Glesnes","PHI","2020","D","$420,000","$443,125","2020-12-01"
"","Marko Ilic","COL","2023","GK","$420,000","$442,850","2023-09-15"
"","Mauro Díaz","FCD","2015","M","$364,000","$442,400","2015-07-15"
"","Mauro Díaz","FCD","2015","M","$364,000","$442,400","2015-09-15"
"","Nicolás Stefanelli","MIA","2023","F","$400,000","$441,667","2023-04-30"
"","Nicolás Stefanelli","MIA","2023","F","$400,000","$441,667","2023-09-15"
"","Geoff Cameron","CIN","2022","D","$387,000","$440,667","2022-04-15"
"","Marcos López","SJE","2022","D","$400,000","$440,250","2022-04-15"
"","Michael Mancienne","NER","2020","D","$400,000","$440,000","2020-12-01"
"","Jhohan Romaña","ATX","2022","D","$440,000","$440,000","2022-04-15"
"","Jhohan Romaña","ATX","2022","D","$440,000","$440,000","2022-09-02"
"","Rodney Redes","ATX","2023","F","$440,000","$440,000","2023-04-30"
"","Rodney Redes","ATX","2023","M","$440,000","$440,000","2023-09-15"
"","Víctor Vázquez","LAG","2022","M","$440,000","$440,000","2022-04-15"
"","Víctor Vázquez","LAG","2022","M","$440,000","$440,000","2022-09-02"
"","Chris Wondolowski","SJE","2020","F","$430,000","$440,000","2020-12-01"
"","Lucas Ontivero","MTL","2016","M","$380,000","$440,000","2016-05-15"
"","Lucas Ontivero","MTL","2016","M","$380,000","$440,000","2016-09-15"
"","Víctor Vázquez","LAG","2021","M","$400,000","$439,167","2021-04-15"
"","Víctor Vázquez","LAG","2021","M","$400,000","$439,167","2021-09-30"
"","Janio Bikel","VAN","2022","M","$400,000","$438,750","2022-04-15"
"","Janio Bikel","VAN","2022","M","$400,000","$438,750","2022-09-02"
"","Evan Bush","CLB","2021","GK","$376,000","$438,667","2021-04-15"
"","Evan Bush","CLB","2021","GK","$376,000","$438,667","2021-09-30"
"","Arnór Ingvi Traustason","NER","2022","M","$400,000","$438,405","2022-04-15"
"","Scott Arfield","CLT","2023","M","$400,000","$437,500","2023-09-15"
"","Russell Teibert","VAN","2022","M","$400,000","$437,500","2022-04-15"
"","Jack Price","COL","2019","M","$430,000","$437,500","2019-06-01"
"","Jack Price","COL","2019","M","$430,000","$437,500","2019-09-13"
"","Alan Benítez","MIN","2022","D","$380,000","$437,250","2022-09-02"
"","Tomás Vaclik","NER","2023","GK","$400,000","$436,944","2023-09-15"
"","Laurent Ciman","TOR","2019","D","$400,000","$435,625","2019-06-01"
"","Laurent Ciman","TOR","2019","D","$400,000","$435,625","2019-09-13"
"","John Tolkin","NYRB","2023","D","$400,000","$435,500","2023-04-30"
"","John Tolkin","NYRB","2023","D","$400,000","$435,500","2023-09-15"
"","Maikel van der Werff","CIN","2021","D","$350,000","$435,167","2021-04-15"
"","Maikel van der Werff","CIN","2021","D","$350,000","$435,167","2021-09-30"
"","Jonathan Lewis","COL","2021","F","$410,000","$435,000","2021-04-15"
"","Jonathan Lewis","COL","2021","F","$410,000","$435,000","2021-09-30"
"","Jonathan Lewis","COL","2022","F","$410,000","$435,000","2022-04-15"
"","Jonathan Lewis","COL","2022","F","$410,000","$435,000","2022-09-02"
"","Jonathan Lewis","COL","2023","F","$410,000","$435,000","2023-04-30"
"","Jonathan Lewis","COL","2023","M","$410,000","$435,000","2023-09-15"
"","Anton Tinnerholm","NYC","2018","D","$350,000","$434,925","2018-05-01"
"","Anton Tinnerholm","NYC","2018","D","$350,000","$434,925","2018-09-15"
"","Adam Lundkvist","HOU","2018","D","$405,000","$433,750","2018-05-01"
"","Adam Lundkvist","HOU","2018","D","$405,000","$433,750","2018-09-15"
"","Will Bruin","SEA","2020","F","$425,000","$433,333","2020-12-01"
"","Monsef Bakrar","NYC","2023","F","$336,000","$432,720","2023-09-15"
"","Steven Moreira","CLB","2021","D","$350,000","$432,708","2021-09-30"
"","Sergi Palencia","LAFC","2023","D","$225,000","$432,500","2023-04-30"
"","Sergi Palencia","LAFC","2023","D","$225,000","$432,500","2023-09-15"
"","Alex Bono","TOR","2020","GK","$400,000","$432,000","2020-12-01"
"","Thomás Chacón","MIN","2021","M","$420,000","$432,000","2021-04-15"
"","Thomás Chacón","MIN","2021","M","$420,000","$432,000","2021-09-30"
"","Dayne St. Clair","MIN","2023","GK","$410,000","$431,875","2023-04-30"
"","Dayne St. Clair","MIN","2023","GK","$410,000","$431,875","2023-09-15"
"","Auston Trusty","COL","2021","D","$375,000","$431,250","2021-04-15"
"","Auston Trusty","COL","2021","D","$375,000","$431,250","2021-09-30"
"","Chris Pontius","PHI","2017","M","$400,000","$431,000","2017-04-15"
"","Chris Pontius","PHI","2017","M","$400,000","$431,000","2017-09-15"
"","Brad Stuver","ATX","2023","GK","$408,000","$430,813","2023-04-30"
"","Brad Stuver","ATX","2023","GK","$408,000","$430,813","2023-09-15"
"","Doneil Henry","MIN","2023","D","$412,500","$430,500","2023-04-30"
"","Luis Robles","NYRB","2017","GK","$430,000","$430,000","2017-09-15"
"","Fafa Picault","FCD","2020","F","$430,000","$430,000","2020-12-01"
"","Samuel Piette","MTL","2022","M","$400,000","$429,750","2022-04-15"
"","Samuel Piette","MTL","2020","M","$400,000","$429,312","2020-12-01"
"","Luciano Acosta","DCU","2016","M","$327,273","$429,273","2016-05-15"
"","Luciano Acosta","DCU","2016","M","$327,273","$429,273","2016-09-15"
"","Auro","TOR","2022","D","$400,000","$428,750","2022-04-15"
"","Auro","TOR","2022","D","$400,000","$428,750","2022-09-02"
"","Robert Voloder","SKC","2022","D","$400,000","$427,860","2022-04-15"
"","Robert Voloder","SKC","2022","D","$400,000","$427,860","2022-09-02"
"","C.J. Sapong","NSH","2021","F","$400,000","$427,778","2021-04-15"
"","C.J. Sapong","NSH","2021","F","$400,000","$427,778","2021-09-30"
"","Juan Agudelo","NER","2015","F","$400,000","$427,500","2015-07-15"
"","Juan Agudelo","NER","2015","F","$400,000","$427,500","2015-09-15"
"","Damien Perquis","TOR","2016","D","$378,000","$427,500","2016-05-15"
"","Lucas Esteves","COL","2022","D","$373,032","$426,092","2022-09-02"
"","Michael Estrada","DCU","2022","F","$300,000","$425,700","2022-04-15"
"","Antonio Mlinar Delamea","NER","2019","D","$425,004","$425,004","2019-06-01"
"","Antonio Mlinar Delamea","NER","2019","D","$425,004","$425,004","2019-09-13"
"","Ethan Finlay","MIN","2020","M","$425,004","$425,004","2020-12-01"
"","Felipe","VAN","2018","M","$425,000","$425,000","2018-05-01"
"","Felipe","VAN","2018","M","$425,000","$425,000","2018-09-15"
"","Judson","SJE","2022","M","$420,000","$425,000","2022-04-15"
"","Judson","SJE","2022","M","$420,000","$425,000","2022-09-02"
"","Erick Torres","HOU","2015","F","$350,000","$425,000","2015-07-15"
"","Erick Torres","HOU","2015","F","$350,000","$425,000","2015-09-15"
"","Tyler Miller","DCU","2023","GK","$400,000","$425,000","2023-04-30"
"","Tyler Miller","DCU","2023","GK","$400,000","$425,000","2023-09-15"
"","Ignacio Piatti","MTL","2016","M","$425,000","$425,000","2016-05-15"
"","Ignacio Piatti","MTL","2016","M","$425,000","$425,000","2016-09-15"
"","Marcelo Sarvas","COL","2015","M","$360,000","$425,000","2015-07-15"
"","Marcelo Sarvas","COL","2015","M","$360,000","$425,000","2015-09-15"
"","Marcelo Sarvas","DCU","2016","M","$360,000","$425,000","2016-05-15"
"","Marcelo Sarvas","DCU","2016","M","$360,000","$425,000","2016-09-15"
"","Marcelo Sarvas","DCU","2017","M","$360,000","$425,000","2017-04-15"
"","Marcelo Sarvas","DCU","2017","M","$360,000","$425,000","2017-09-15"
"","Stuart Findlay","PHI","2021","D","$425,000","$425,000","2021-04-15"
"","Stuart Findlay","PHI","2021","D","$425,000","$425,000","2021-09-30"
"","Chase Gasper","HOU","2023","D","$400,000","$425,000","2023-04-30"
"","Chase Gasper","HOU","2023","D","$400,000","$425,000","2023-09-15"
"","Ethan Finlay","ATX","2023","F","$425,000","$425,000","2023-04-30"
"","Ethan Finlay","ATX","2023","M","$425,000","$425,000","2023-09-15"
"","Justin Meram","RSL","2020","M","$425,000","$425,000","2020-12-01"
"","Uri Rosell","ORL","2020","M","$425,000","$425,000","2020-12-01"
"","Gabriel Somi","NER","2019","D","$391,000","$425,000","2019-06-01"
"","Gabriel Somi","NER","2018","D","$391,000","$425,000","2018-05-01"
"","Gabriel Somi","NER","2018","D","$391,000","$425,000","2018-09-15"
"","Matt Hedges","FCD","2017","D","$399,996","$424,996","2017-04-15"
"","Matt Hedges","FCD","2017","D","$399,996","$424,996","2017-09-15"
"","Alberth Elis","HOU","2017","F","$423,000","$423,000","2017-04-15"
"","Alberth Elis","HOU","2017","F","$423,000","$423,000","2017-09-15"
"","Nick Rimando","RSL","2018","GK","$400,000","$422,500","2018-05-01"
"","Nick Rimando","RSL","2018","GK","$400,000","$422,500","2018-09-15"
"","Thomas Edwards","NYRB","2022","D","$422,481","$422,481","2022-04-15"
"","Michael Boxall","MIN","2021","D","$384,000","$422,400","2021-04-15"
"","Michael Boxall","MIN","2021","D","$384,000","$422,400","2021-09-30"
"","Bobby Wood","NER","2023","F","$400,000","$421,250","2023-04-30"
"","Bobby Wood","NER","2023","F","$400,000","$421,250","2023-09-15"
"","Tyler Miller","MIN","2021","GK","$400,000","$420,937","2021-04-15"
"","Tyler Miller","MIN","2021","GK","$400,000","$420,937","2021-09-30"
"","Ronald Matarrita","NYC","2019","D","$300,000","$420,000","2019-06-01"
"","Ronald Matarrita","NYC","2019","D","$300,000","$420,000","2019-09-13"
"","Kamal Miller","MIA","2023","D","$375,000","$420,000","2023-04-30"
"","Kamal Miller","MIA","2023","D","$375,000","$420,000","2023-09-15"
"","Ola Kamara","DCU","2020","F","$400,000","$420,000","2020-12-01"
"","Ola Kamara","DCU","2021","F","$400,000","$420,000","2021-04-15"
"","Ola Kamara","DCU","2021","F","$400,000","$420,000","2021-09-30"
"","Jhohan Romaña","ATX","2021","D","$420,000","$420,000","2021-04-15"
"","Jhohan Romaña","ATX","2021","D","$420,000","$420,000","2021-09-30"
"","Tommy McNamara","NER","2023","F","$420,000","$420,000","2023-04-30"
"","Tommy McNamara","NER","2023","M","$420,000","$420,000","2023-09-15"
"","Uriel Antuna","LAG","2019","M","$420,000","$420,000","2019-06-01"
"","Uriel Antuna","LAG","2019","M","$420,000","$420,000","2019-09-13"
"","Nick Rimando","RSL","2016","GK","$400,000","$420,000","2016-05-15"
"","Nick Rimando","RSL","2016","GK","$400,000","$420,000","2016-09-15"
"","Andrew Farrell","NER","2021","D","$400,000","$418,750","2021-04-15"
"","Andrew Farrell","NER","2021","D","$400,000","$418,750","2021-09-30"
"","Yevhen Cheberko","CLB","2023","D","$370,000","$418,250","2023-09-15"
"","Brendan Hines-Ike","DCU","2022","D","$375,000","$417,917","2022-04-15"
"","Brendan Hines-Ike","DCU","2022","D","$375,000","$417,917","2022-09-02"
"","Rándall Leal","NSH","2020","F","$360,000","$417,750","2020-12-01"
"","Mike Magee","CHI","2014","F","$350,000","$417,500","2014-04-01"
"","Mike Magee","CHI","2014","F","$350,000","$417,500","2014-09-15"
"","Brad Smith","HOU","2023","D","$375,000","$416,875","2023-04-30"
"","Brad Smith","HOU","2023","D","$375,000","$416,875","2023-09-15"
"","Latif Blessing","LAFC","2022","M","$400,000","$416,667","2022-04-15"
"","Latif Blessing","LAFC","2022","M","$400,000","$416,667","2022-09-02"
"","Dario Zuparic","POR","2020","D","$400,000","$416,667","2020-12-01"
"","Teal Bunbury","NSH","2022","M","$400,000","$416,667","2022-04-15"
"","Darren Mattocks","DCU","2018","F","$400,000","$416,667","2018-05-01"
"","Darren Mattocks","DCU","2018","F","$400,000","$416,667","2018-09-15"
"","Daniel Lovitz","NSH","2021","D","$385,000","$415,556","2021-04-15"
"","Daniel Lovitz","NSH","2021","D","$385,000","$415,556","2021-09-30"
"","Lucas Esteves","COL","2022","D","$373,032","$415,503","2022-04-15"
"","Braian Galván","COL","2022","F","$318,000","$414,322","2022-04-15"
"","Braian Galván","COL","2022","F","$318,000","$414,322","2022-09-02"
"","Arnór Ingvi Traustason","NER","2021","M","$375,000","$413,405","2021-04-15"
"","Arnór Ingvi Traustason","NER","2021","M","$375,000","$413,405","2021-09-30"
"","Kenwyne Jones","ATL","2017","F","$390,000","$413,333","2017-04-15"
"","Kenwyne Jones","ATL","2017","F","$390,000","$413,333","2017-09-15"
"","Dax McCarty","CHI","2017","M","$400,000","$412,500","2017-09-15"
"","Rodney Redes","ATX","2022","F","$412,500","$412,500","2022-04-15"
"","Rodney Redes","ATX","2022","F","$412,500","$412,500","2022-09-02"
"","Larrys Mabiala","POR","2023","D","$400,000","$412,500","2023-04-30"
"","Larrys Mabiala","POR","2023","D","$400,000","$412,500","2023-09-15"
"","Nuno Coelho","SKC","2016","D","$275,000","$412,500","2016-09-15"
"","Uri Rosell","ORL","2018","M","$412,500","$412,500","2018-05-01"
"","Uri Rosell","ORL","2018","M","$412,500","$412,500","2018-09-15"
"","Lucas Esteves","COL","2021","D","$369,996","$412,467","2021-09-30"
"","Benny Feilhaber","SKC","2016","M","$400,000","$412,188","2016-05-15"
"","Benny Feilhaber","SKC","2016","M","$400,000","$412,188","2016-09-15"
"","Kerwin Calderón Vargas","CLT","2023","F","$375,000","$412,125","2023-04-30"
"","Kerwin Calderón Vargas","CLT","2023","F","$375,000","$412,125","2023-09-15"
"","Cristian Techera","VAN","2018","M","$387,000","$412,000","2018-05-01"
"","Cristian Techera","VAN","2018","M","$387,000","$412,000","2018-09-15"
"","Edwin Mosquera","ATL","2023","F","$375,000","$412,000","2023-04-30"
"","Edwin Mosquera","ATL","2023","M","$375,000","$412,000","2023-09-15"
"","Romain Métanire","MIN","2019","D","$305,000","$411,833","2019-09-13"
"","Romain Métanire","MIN","2019","D","$305,000","$411,833","2019-06-01"
"","José Cifuentes","LAFC","2020","M","$367,875","$411,750","2020-12-01"
"","José Cifuentes","LAFC","2021","M","$367,875","$411,750","2021-04-15"
"","José Cifuentes","LAFC","2021","M","$367,875","$411,750","2021-09-30"
"","José Cifuentes","LAFC","2022","M","$367,875","$411,750","2022-04-15"
"","José Cifuentes","LAFC","2022","M","$367,875","$411,750","2022-09-02"
"","Evan Bush","VAN","2020","GK","$349,000","$411,667","2020-12-01"
"","Alexander Ring","NYC","2018","M","$370,000","$411,667","2018-05-01"
"","Artur","CLB","2019","D","$360,000","$411,633","2019-09-13"
"","Artur","CLB","2019","D","$360,000","$411,633","2019-06-01"
"","Mauro Díaz","FCD","2014","M","$325,000","$411,000","2014-04-01"
"","Mauro Díaz","FCD","2014","M","$325,000","$411,000","2014-09-15"
"","Chris Pontius","PHI","2016","M","$380,000","$411,000","2016-05-15"
"","Chris Pontius","PHI","2016","M","$380,000","$411,000","2016-09-15"
"","Pedro Gallese","ORL","2021","GK","$410,000","$410,000","2021-04-15"
"","Pedro Gallese","ORL","2021","GK","$410,000","$410,000","2021-09-30"
"","Thomas Edwards","NYRB","2021","D","$409,911","$409,911","2021-04-15"
"","Thomas Edwards","NYRB","2021","D","$409,911","$409,911","2021-09-30"
"","Jamal Blackman","LAFC","2021","GK","$360,000","$409,333","2021-09-30"
"","Luis Díaz","CLB","2022","M","$375,000","$408,900","2022-04-15"
"","Luis Díaz","CLB","2022","M","$375,000","$408,900","2022-09-02"
"","James Igbekeme","CLB","2022","M","$315,000","$408,281","2022-04-15"
"","James Igbekeme","CLB","2022","M","$315,000","$408,281","2022-09-02"
"","Alexandru Matan","CLB","2021","M","$375,000","$408,250","2021-04-15"
"","Alexandru Matan","CLB","2021","M","$375,000","$408,250","2021-09-30"
"","Maxime Chanot","NYC","2018","D","$375,000","$408,000","2018-05-01"
"","Maxime Chanot","NYC","2018","D","$375,000","$408,000","2018-09-15"
"","Jack Price","COL","2018","M","$400,000","$407,500","2018-05-01"
"","Jack Price","COL","2018","M","$400,000","$407,500","2018-09-15"
"","Dániel Sallói","SKC","2020","F","$350,000","$406,667","2020-12-01"
